,000001.SS,1592.T,399001.SZ,^BSESN,^IXIC,^N100,^NSEI,^NYA,ARIMA_000001.SS,RF_000001.SS,ARIMA_1592.T,RF_1592.T,ARIMA_399001.SZ,RF_399001.SZ,ARIMA_^BSESN,RF_^BSESN,ARIMA_^IXIC,RF_^IXIC,ARIMA_^N100,RF_^N100,ARIMA_^NSEI,RF_^NSEI,ARIMA_^NYA,RF_^NYA
2024-03-27,2993.138916015625,2324.0,9222.4697265625,72996.3125,16399.51953125,1524.8800048828125,22123.650390625,18255.240234375,2931.686143610053,3231.176630859375,2016.6655325138893,1625.09,9096.199427943004,12089.67822265625,74194.44211597307,57558.8871875,15216.544560150716,13853.57306640625,1418.3716254775438,1258.3902868652344,22369.192488342283,17207.705693359374,17055.854673236958,16509.752099609374
2024-03-28,3010.6640625,2302.0,9342.919921875,73651.3515625,16379.4599609375,1526.3399658203125,22326.900390625,18312.669921875,2931.008040657285,3225.9255883789065,2017.280189150712,1630.82,9089.394734910147,12090.295087890623,74225.68075251652,57577.27671875,15219.777727383094,14079.52341796875,1418.7344486505451,1260.3645861816406,22379.3777751146,17225.489677734375,17059.09934139443,16647.26619140625
2024-03-29,3041.1669921875,2315.0,9400.849609375,73651.3515625,16379.4599609375,1526.3399658203125,22326.900390625,18312.669921875,2930.329937704517,3219.207673339844,2017.8948457875345,1635.96,9082.59004187729,12087.976044921876,74256.91938905999,57654.644140625,15223.010894615472,14092.675166015624,1419.097271823547,1271.9761071777343,22389.563061886907,17257.44228515625,17062.3440095519,16572.08380859375
2024-04-01,3077.37890625,2285.0,9647.0703125,74014.546875,16396.830078125,1526.3399658203125,22462.0,18216.189453125,2929.6518347517485,3288.3745751953124,2018.509502424357,1618.07,9075.785348844434,12235.099208984377,74288.15802560345,59580.9263671875,15226.24406184785,14227.3983984375,1419.4600949965486,1274.3046240234376,22399.74834865922,17828.2151171875,17065.588677709373,16651.0928125
2024-04-02,3074.958984375,2277.0,9586.9501953125,73903.90625,16240.4501953125,1521.0,22453.30078125,18107.529296875,2928.9737317989807,3287.465776367188,2019.1241590611796,1617.11,9068.980655811578,12215.759716796874,74319.39666214692,59876.6885546875,15229.47722908023,14138.699619140623,1419.82291816955,1271.6804150390626,22409.93363543153,17885.36064453125,17068.833345866846,16695.85013671875
2024-04-03,3069.2958984375,2269.0,9544.76953125,73876.8203125,16277.4599609375,1531.4599609375,22434.650390625,18146.640625,2928.2956288462124,3282.9002709960937,2019.7388156980016,1615.36,9062.17596277872,12206.607861328124,74350.63529869038,59631.9796875,15232.710396312608,14114.259873046874,1420.185741342552,1274.5334155273438,22420.118922203845,17825.02259765625,17072.078014024315,16751.8094921875
2024-04-04,3069.2958984375,2292.0,9544.76953125,74227.6328125,16049.080078125,1529.9000244140625,22514.650390625,17982.490234375,2927.617525893444,3277.38826171875,2020.3534723348243,1609.81,9055.371269745863,12156.449345703126,74381.87393523383,59238.043984375,15235.943563544986,14041.65720703125,1420.5485645155534,1271.8322143554688,22430.304208976155,17747.76021484375,17075.322682181788,16715.2248828125
2024-04-05,3069.2958984375,2268.0,9544.76953125,74248.21875,16248.51953125,1520.0999755859375,22513.69921875,18122.259765625,2926.939422940676,3275.17248046875,2020.9681289716468,1610.84,9048.56657671301,12148.806611328126,74413.1125717773,59335.4015234375,15239.176730777366,14032.94681640625,1420.911387688555,1270.017510986328,22440.48949574847,17768.99763671875,17078.56735033926,16664.125712890625
2024-04-08,3047.052978515625,2283.0,9394.6103515625,74742.5,16253.9599609375,1530.969970703125,22666.30078125,18154.369140625,2926.261319987908,3245.6126025390627,2021.5827856084693,1593.78,9041.761883680154,12026.216279296876,74444.35120832076,58461.71921875,15242.409898009744,13658.39427734375,1421.2742108615566,1240.2202770996091,22450.67478252078,17599.970517578124,17081.81201849673,16511.16537109375
2024-04-09,3048.537109375,2306.0,9448.98046875,74683.703125,16306.6396484375,1520.050048828125,22642.75,18171.19921875,2925.58321703514,3238.427255859375,2022.197442245292,1589.49,9034.957190647296,11857.22001953125,74475.58984486423,58427.66578125,15245.643065242122,13609.47802734375,1421.6370340345582,1241.7272802734376,22460.86006929309,17584.73130859375,17085.056686654203,16518.370908203124
2024-04-10,3027.3349609375,2293.0,9297.9599609375,75038.1484375,16170.3603515625,1524.449951171875,22753.80078125,17947.30078125,2924.9051140823717,3201.365732421875,2022.8120988821145,1581.81,9028.15249761444,11573.845146484377,74506.82848140769,58424.806640625,15248.876232474502,13483.60404296875,1421.9998572075597,1246.0005822753906,22471.04535606541,17592.2654296875,17088.301354811672,16519.419365234375
2024-04-11,3034.24609375,2301.0,9300.76953125,75038.1484375,16442.19921875,1518.0899658203125,22753.80078125,17915.19921875,2924.227011129603,3203.2321923828126,2023.426755518937,1575.76,9021.347804581585,11575.047490234376,74538.06711795116,58430.297109375,15252.10939970688,13419.191328125,1422.3626803805614,1247.9220935058593,22481.23064283772,17542.88552734375,17091.546022969145,16479.126123046874
2024-04-12,3019.47412109375,2307.0,9228.23046875,74244.8984375,16175.08984375,1521.4300537109375,22519.400390625,17639.0390625,2923.548908176834,3214.5404541015623,2024.0414121557596,1572.12,9014.543111548728,11650.851513671874,74569.3057544946,58308.808515625,15255.342566939258,13396.17693359375,1422.725503553563,1253.7166027832031,22491.41592961003,17502.36283203125,17094.79069112662,16471.855966796877
2024-04-15,3057.3779296875,2304.0,9369.7001953125,73399.78125,15885.01953125,1521.469970703125,22272.5,17506.9296875,2922.8708052240668,3188.489716796875,2024.656068792582,1567.32,9007.738418515872,11670.065048828124,74600.54439103807,57862.6740234375,15258.575734171636,13335.946923828124,1423.0883267265644,1246.1192114257813,22501.60121638234,17417.127421875,17098.035359284087,16415.716875
2024-04-16,3007.068115234375,2269.0,9155.0703125,72943.6796875,15865.25,1501.8699951171875,22147.900390625,17413.98046875,2922.1927022712985,3192.08943359375,2025.2707254294044,1567.14,9000.933725483015,11631.363486328126,74631.78302758154,57815.559375,15261.808901404016,13422.2071875,1423.4511498995662,1249.2318090820313,22511.786503154653,17383.53091796875,17101.28002744156,16464.86640625
2024-04-17,3071.381103515625,2250.0,9381.76953125,72943.6796875,15683.3701171875,1494.7099609375,22147.900390625,17403.439453125,2921.51459931853,3187.936088867188,2025.8853820662268,1578.09,8994.129032450159,11605.034794921876,74663.021664125,57431.7909375,15265.042068636394,13418.397294921877,1423.8139730725677,1257.6319091796877,22521.971789926964,17203.81990234375,17104.524695599033,16551.290078125
2024-04-18,3074.22509765625,2245.0,9376.8095703125,72488.9921875,15601.5,1500.800048828125,21995.849609375,17388.08984375,2920.836496365762,3199.329812011719,2026.5000387030493,1584.29,8987.324339417302,11609.0554296875,74694.26030066847,57571.4357421875,15268.275235868772,13415.252607421877,1424.1767962455692,1264.1196154785157,22532.15707669928,17246.5921875,17107.769363756503,16556.41662109375
2024-04-19,3065.260986328125,2277.0,9279.4599609375,73088.328125,15282.009765625,1495.8800048828125,22147.0,17458.76953125,2920.158393412994,3192.3457470703124,2027.114695339872,1583.72,8980.519646384446,11589.655234375,74725.49893721192,57352.883203125,15271.508403101152,13414.804560546874,1424.539619418571,1262.9428051757814,22542.342363471587,17216.0145703125,17111.014031913975,16538.17482421875
2024-04-22,3044.594970703125,2225.0,9239.1396484375,73648.6171875,15451.3095703125,1502.7099609375,22336.400390625,17602.189453125,2919.4802904602257,3077.4983032226564,2027.7293519766945,1581.98,8973.71495335159,11007.004326171877,74756.73757375538,56908.61375,15274.74157033353,13156.06234375,1424.9024425915725,1263.3541064453125,22552.5276502439,17088.50142578125,17114.258700071445,16323.95291015625
2024-04-23,3021.97802734375,2225.0,9183.1396484375,73738.453125,15696.6396484375,1518.6199951171875,22368.0,17792.759765625,2918.8021875074573,3055.2725,2028.3440086135167,1581.72,8966.910260318735,10907.460791015625,74787.97621029885,57022.749375,15277.974737565908,13136.3598828125,1425.2652657645742,1258.61361328125,22562.71293701621,17116.12515625,17117.503368228918,16284.52404296875
2024-04-24,3044.822021484375,2271.0,9251.1298828125,73852.9375,15712.75,1515.77001953125,22402.400390625,17758.080078125,2918.124084554689,3006.098898925781,2028.9586652503392,1579.17,8960.105567285878,10700.163369140624,74819.21484684231,56988.02578125,15281.207904798286,13120.650341796874,1425.6280889375755,1247.380821533203,22572.898223788525,17104.711201171875,17120.74803638639,16246.46623046875
2024-04-25,3052.89990234375,2236.0,9264.48046875,74339.4375,15611.759765625,1504.9300537109375,22570.349609375,17731.560546875,2917.4459816019207,2984.2151953125,2029.5733218871617,1581.7,8953.300874253022,10634.83810546875,74850.45348338578,57345.3075,15284.441072030666,13135.163408203123,1425.9909121105773,1242.7576098632812,22583.083510560835,17194.80625,17123.99270454386,16181.377021484375
2024-04-26,3088.635986328125,2253.0,9463.91015625,73730.15625,15927.900390625,1519.4300537109375,22419.94921875,17763.26953125,2916.767878649153,2993.4834521484377,2030.187978523984,1579.76,8946.496181220165,10678.287216796874,74881.69211992924,57212.59671875,15287.674239263044,12788.76517578125,1426.353735283579,1239.3169152832031,22593.26879733315,17160.034921875,17127.237372701333,15960.5812109375
2024-04-29,3113.04296875,2253.0,9673.759765625,74671.28125,15983.080078125,1518.5899658203125,22643.400390625,17831.0703125,2916.0897756963845,2960.7244970703123,2030.8026351608069,1590.3,8939.691488187309,10585.945625,74912.93075647269,57028.1731640625,15290.907406495422,13026.477265625,1426.7165584565803,1247.0971154785157,22603.45408410546,17066.949140625,17130.482040858806,16254.66611328125
2024-04-30,3104.824951171875,2300.0,9587.1201171875,74482.78125,15657.8203125,1503.6099853515625,22604.849609375,17603.33984375,2915.411672743616,2967.181887207031,2031.417291797629,1597.09,8932.886795154453,10592.74314453125,74944.16939301616,57455.4728125,15294.140573727802,13192.956787109377,1427.079381629582,1251.1315270996097,22613.63937087777,17148.7174609375,17133.726709016275,16437.79419921875
2024-05-01,3104.824951171875,2296.0,9587.1201171875,74482.78125,15605.48046875,1503.6099853515625,22604.849609375,17576.390625,2914.733569790848,3082.7861376953124,2032.031948434452,1585.19,8926.082102121596,11150.7619921875,74975.40802955962,55885.5331640625,15297.37374096018,12472.825029296877,1427.4422048025838,1226.6137841796874,22623.82465765009,16715.75130859375,17136.971377173748,15756.28009765625
2024-05-02,3104.824951171875,2298.0,9587.1201171875,74611.109375,15840.9599609375,1496.989990234375,22648.19921875,17699.05078125,2914.05546683808,3070.446032714844,2032.6466050712745,1584.82,8919.27740908874,11073.548515625,75006.64666610309,56040.035546875,15300.606908192558,12478.229736328123,1427.8050279755853,1223.5072973632812,22634.0099444224,16745.19244140625,17140.21604533122,15712.126650390624
2024-05-03,3104.824951171875,2298.0,9587.1201171875,73878.1484375,16156.330078125,1504.8599853515625,22475.849609375,17797.890625,2913.377363885312,3041.1909448242186,2033.2612617080968,1587.44,8912.472716055883,11002.364853515624,75037.88530264655,55986.7301171875,15303.840075424936,12403.411953125,1428.1678511485868,1224.7076843261718,22644.19523119471,16731.07263671875,17143.46071348869,15688.344794921875
2024-05-06,3140.719970703125,2298.0,9779.2099609375,73895.5390625,16349.25,1515.9300537109375,22442.69921875,17963.83984375,2912.6992609325434,3031.8637939453124,2033.8759183449192,1586.52,8905.668023023027,10909.185849609376,75069.12393919,55340.87,15307.073242657316,12213.95568359375,1428.5306743215883,1194.9167712402343,22654.38051796702,16482.936611328125,17146.705381646163,15678.372587890624
2024-05-07,3147.738037109375,2313.0,9770.9404296875,73511.8515625,16332.5595703125,1528.469970703125,22302.5,17994.26953125,2912.021157979775,3034.5758227539063,2034.4905749817417,1581.97,8898.86332999017,10909.241025390626,75100.36257573347,55021.2350390625,15310.306409889694,12216.610419921875,1428.89349749459,1193.5287744140626,22664.565804739334,16411.8158984375,17149.950049803636,15661.055751953125
2024-05-08,3128.47998046875,2278.0,9638.8203125,73466.390625,16302.759765625,1534.3800048828125,22302.5,17996.029296875,2911.343055027007,3042.026984863281,2035.105231618564,1582.07,8892.058636957314,10900.66431640625,75131.60121227693,54712.4988671875,15313.539577122072,12010.886142578123,1429.2563206675916,1191.9518701171876,22674.751091511644,16329.537294921874,17153.194717961105,15312.374248046875
2024-05-09,3154.320068359375,2290.0,9788.0703125,72404.171875,16346.259765625,1541.3399658203125,21957.5,18127.2109375,2910.664952074239,3039.6358837890625,2035.7198882553864,1574.59,8885.253943924457,10888.9182421875,75162.8398488204,54826.346796875,15316.772744354452,11690.55076171875,1429.619143840593,1185.5437707519532,22684.93637828396,16345.493232421875,17156.439386118578,15062.558076171876
2024-05-10,3154.547119140625,2293.0,9731.240234375,72664.46875,16340.8701171875,1552.6300048828125,22055.19921875,18162.05078125,2909.98684912147,3028.8620361328126,2036.334544892209,1560.04,8878.449250891601,10894.815087890624,75194.07848536386,54290.4265234375,15320.00591158683,11643.52609375,1429.9819670135948,1186.9628674316407,22695.121665056267,16213.792861328126,17159.684054276047,15024.0367578125
2024-05-13,3148.02099609375,2294.0,9673.3203125,72776.1328125,16388.240234375,1551.25,22104.05078125,18133.94921875,2909.3087461687023,3066.0684008789062,2036.949201529032,1569.27,8871.644557858745,11114.219560546877,75225.31712190731,53139.8390234375,15323.239078819208,11662.5594921875,1430.3447901865964,1200.9687060546876,22705.30695182858,15911.490439453126,17162.92872243352,15202.5805859375
2024-05-14,3145.77392578125,2299.0,9668.73046875,73104.609375,16511.1796875,1551.56005859375,22217.849609375,18220.810546875,2908.630643215934,3071.341696777344,2037.563858165854,1563.5,8864.839864825888,11118.2368359375,75256.55575845078,53288.40109375,15326.472246051586,11668.6280078125,1430.707613359598,1205.1698132324218,22715.49223860089,15921.0219140625,17166.173390590993,15302.941162109377
2024-05-15,3119.902099609375,2302.0,9583.5400390625,72987.03125,16742.390625,1557.6400146484375,22200.55078125,18378.490234375,2907.9525402631657,3081.824387207031,2038.1785148026763,1558.47,8858.035171793032,11130.5728515625,75287.79439499424,53359.9553125,15329.705413283966,11581.862333984374,1431.0704365325996,1212.1698291015623,22725.677525373205,15949.78892578125,17169.418058748462,15175.540263671875
2024-05-16,3122.40087890625,2316.0,9604.1298828125,73663.71875,16698.3203125,1554.530029296875,22403.849609375,18317.380859375,2907.274437310398,3086.030383300781,2038.793171439499,1558.35,8851.230478760177,11149.449658203124,75319.0330315377,53026.7363671875,15332.938580516344,11564.237216796875,1431.4332597056011,1210.5805224609376,22735.862812145515,15883.912578125,17172.662726905935,15150.5033984375
2024-05-17,3154.02587890625,2318.0,9709.419921875,73917.03125,16685.970703125,1552.8299560546875,22466.099609375,18388.259765625,2906.596334357629,3095.959001464844,2039.4078280763213,1553.51,8844.42578572732,11243.428037109376,75350.27166808117,53316.6033984375,15336.171747748722,11653.048388671876,1431.7960828786029,1210.0365173339844,22746.04809891783,16025.00818359375,17175.90739506341,15120.556328125
2024-05-20,3171.14501953125,2337.0,9750.8203125,73917.03125,16794.869140625,1554.1199951171875,22466.099609375,18335.619140625,2905.918231404861,3124.620446777344,2040.022484713144,1554.84,8837.621092694464,11365.4829296875,75381.51030462462,54020.608046875,15339.404914981102,11545.04857421875,1432.1589060516044,1209.302432861328,22756.23338569014,16156.169560546876,17179.152063220878,15333.005498046876
2024-05-21,3157.966064453125,2334.0,9681.66015625,73953.3125,16832.619140625,1547.760009765625,22529.05078125,18337.91015625,2905.240128452093,3107.2750048828125,2040.6371413499664,1573.65,8830.816399661608,11276.226572265625,75412.74894116809,54109.1941796875,15342.63808221348,11424.509384765624,1432.521729224606,1204.676505126953,22766.41867246245,16168.588154296876,17182.39673137835,15271.064951171877
2024-05-22,3158.5400390625,2315.0,9693.0498046875,74221.0625,16801.5390625,1543.25,22597.80078125,18236.640625,2904.562025499325,3114.789812011719,2041.2517979867887,1577.34,8824.011706628751,11247.309716796875,75443.98757771155,54124.7621484375,15345.871249445858,11397.5689453125,1432.8845523976076,1202.9078051757813,22776.60395923476,16145.873125,17185.641399535823,15187.8453125
2024-05-23,3116.386962890625,2331.0,9541.6396484375,75418.0390625,16736.029296875,1547.97998046875,22967.650390625,18028.470703125,2903.8839225465567,3115.911618652344,2041.866454623612,1571.0,8817.207013595895,11237.89423828125,75475.22621425502,54029.7643359375,15349.104416678236,11415.93693359375,1433.2473755706092,1198.6369995117188,22786.78924600708,16126.14828125,17188.886067693293,15228.35083984375
2024-05-24,3088.87109375,2316.0,9424.580078125,75410.390625,16920.7890625,1547.4599609375,22957.099609375,18110.599609375,2903.2058195937884,3108.278291015625,2042.481111260434,1570.04,8810.402320563038,11182.2990625,75506.46485079848,54088.4283984375,15352.337583910616,11484.142529296874,1433.610198743611,1199.999091796875,22796.974532779383,16194.13330078125,17192.130735850766,15241.129384765623
2024-05-27,3124.04296875,2338.0,9507.75,75390.5,16920.7890625,1553.8800048828125,22932.44921875,18110.599609375,2902.52771664102,3106.041923828125,2043.0957678972568,1574.04,8803.597627530182,11183.954140625,75537.70348734195,54642.83796875,15355.570751142994,11899.929599609375,1433.9730219166124,1235.511688232422,22807.1598195517,16226.91873046875,17195.375404008235,15801.561767578123
2024-05-28,3109.572021484375,2341.0,9391.0498046875,75170.453125,17019.880859375,1545.5,22888.150390625,18007.009765625,2901.849613688252,3104.2737109375,2043.710424534079,1583.08,8796.792934497325,11135.34103515625,75568.9421238854,54707.986640625,15358.803918375372,11883.894345703126,1434.335845089614,1233.8958020019531,22817.34510632401,16265.353271484377,17198.620072165708,15845.37927734375
2024-05-29,3111.01806640625,2320.0,9414.98046875,74502.8984375,16920.580078125,1527.510009765625,22704.69921875,17794.890625,2901.171510735484,3120.479025878906,2044.3250811709013,1582.79,8789.988241464469,11201.24234375,75600.18076042886,55243.1903125,15362.03708560775,11944.0690234375,1434.6986682626157,1239.0339013671876,22827.530393096324,16488.069873046876,17201.86474032318,15859.76658203125
2024-05-30,3091.677978515625,2297.0,9384.7197265625,73885.6015625,16737.080078125,1530.3199462890625,22488.650390625,17852.359375,2900.493407782716,3140.808928222656,2044.939737807724,1587.17,8783.183548431613,11265.602412109374,75631.41939697233,55101.30609375,15365.27025284013,12045.836748046877,1435.0614914356172,1239.3604992675782,22837.715679868637,16461.35140625,17205.10940848065,15869.364169921875
2024-05-31,3086.81298828125,2350.0,9364.3798828125,73961.3125,16735.01953125,1530.6600341796875,22530.69921875,18083.689453125,2899.8153048299478,3155.604382324219,2045.5543944445465,1588.34,8776.378855398756,11346.678369140624,75662.65803351579,55437.848671875,15368.503420072508,12082.275283203126,1435.4243146086187,1241.4374060058594,22847.900966640947,16538.896923828124,17208.354076638123,15835.85966796875
2024-06-03,3078.489013671875,2368.0,9370.5,76468.78125,16828.669921875,1535.050048828125,23263.900390625,18006.9609375,2899.137201877179,3213.2894580078123,2046.169051081369,1610.52,8769.5741623659,11709.87431640625,75693.89667005926,56449.4844921875,15371.736587304886,12143.207958984374,1435.7871377816205,1232.503583984375,22858.086253413258,16864.16388671875,17211.598744795596,15829.101201171876
2024-06-04,3091.198974609375,2359.0,9469.3203125,72079.046875,16857.05078125,1519.030029296875,21884.5,17934.490234375,2898.459098924411,3282.705368652344,2046.7837077181916,1610.74,8762.769469333043,11960.260927734374,75725.13530660271,56096.8250390625,15374.969754537266,12215.899375,1436.149960954622,1220.7068908691406,22868.27154018557,16788.6224609375,17214.843412953065,15839.18509765625
2024-06-05,3065.403076171875,2326.0,9393.6103515625,74382.2421875,17187.900390625,1538.3299560546875,22620.349609375,18045.5,2897.780995971643,3300.4273095703124,2047.3983643550137,1615.24,8755.964776300187,12146.015771484375,75756.37394314617,55462.83140625,15378.202921769644,12143.407353515626,1436.5127841276235,1217.22970703125,22878.45682695788,16574.912119140627,17218.088081110538,15799.96177734375
2024-06-06,3048.7939453125,2333.0,9340.009765625,75074.5078125,17173.119140625,1546.530029296875,22821.400390625,18066.5703125,2897.1028930188745,3278.350234375,2048.0130209918366,1613.63,8749.160083267332,12075.980751953124,75787.61257968964,55211.6928515625,15381.436089002022,12037.053369140624,1436.8756073006252,1225.1277990722656,22888.642113730195,16474.79611328125,17221.33274926801,15757.498935546875
2024-06-07,3051.279052734375,2325.0,9255.6796875,76693.359375,17133.130859375,1540.6099853515625,23290.150390625,17985.630859375,2896.424790066106,3286.1011059570315,2048.627677628659,1607.64,8742.355390234476,12079.770751953123,75818.8512162331,54962.9416796875,15384.6692562344,12001.28021484375,1437.2384304736267,1224.1264038085938,22898.827400502505,16426.955869140624,17224.57741742548,15681.95189453125
2024-06-10,3051.279052734375,2351.0,9255.6796875,76490.078125,17192.529296875,1531.7900390625,23259.19921875,18037.529296875,2895.746687113338,3263.7130322265625,2049.242334265481,1599.61,8735.55069720162,12013.828408203124,75850.08985277657,54526.8465234375,15387.90242346678,11525.70060546875,1437.6012536466285,1201.662412109375,22909.01268727482,16272.2253515625,17227.822085582953,15237.826455078124
2024-06-11,3028.044921875,2350.0,9262.349609375,76456.59375,17343.55078125,1514.2900390625,23264.849609375,17919.109375,2895.06858416057,3277.316010742188,2049.856990902304,1581.56,8728.746004168763,12020.24779296875,75881.32848932003,54063.6560546875,15391.135590699158,11279.362978515624,1437.96407681963,1180.8562036132812,22919.19797404713,16177.72380859375,17231.066753740426,14818.984521484375
2024-06-12,3037.468017578125,2334.0,9269.9404296875,76606.5703125,17608.439453125,1532.780029296875,23322.94921875,18005.94921875,2894.3904812078017,3277.2710815429687,2050.4716475391265,1555.66,8721.941311135906,12034.6008203125,75912.56712586348,52946.8436328125,15394.368757931536,11096.38947265625,1438.3268999926315,1161.0517993164062,22929.383260819443,15811.140576171874,17234.311421897895,14528.822861328124
2024-06-13,3028.9189453125,2321.0,9206.240234375,76810.8984375,17667.560546875,1504.47998046875,23398.900390625,17923.41015625,2893.7123782550334,3277.2515771484377,2051.086304175949,1566.88,8715.13661810305,12032.809296875,75943.80576240695,52480.3343359375,15397.601925163915,10925.3681640625,1438.689723165633,1153.0160888671876,22939.568547591756,15672.432109375,17237.55609005537,14374.952568359377
2024-06-14,3032.633056640625,2332.0,9252.25,76992.7734375,17688.880859375,1475.6600341796875,23465.599609375,17817.259765625,2893.034275302265,3284.788796386719,2051.7009608127714,1559.75,8708.331925070193,12075.096279296877,75975.04439895041,52369.08359375,15400.835092396292,10980.881220703124,1439.0525463386348,1150.0519860839845,22949.753834364063,15616.21107421875,17240.800758212838,14378.99080078125
2024-06-17,3015.89111328125,2289.0,9281.25,76992.7734375,17857.01953125,1485.8599853515625,23465.599609375,17902.25,2892.356172349497,3299.645173339844,2052.315617449594,1547.18,8701.527232037337,12328.12859375,76006.28303549388,52099.8647265625,15404.068259628672,10880.515927734376,1439.4153695116363,1145.4896716308594,22959.939121136376,15518.452578125,17244.04542637031,14344.560947265623
2024-06-18,3030.24609375,2306.0,9318.4697265625,77301.140625,17862.23046875,1500.52001953125,23557.900390625,17967.849609375,2891.678069396729,3304.59185546875,2052.9302740864164,1555.71,8694.72253900448,12365.06373046875,76037.52167203734,51989.6227734375,15407.30142686105,10919.884462890624,1439.7781926846378,1143.3343933105468,22970.12440790869,15507.815009765623,17247.290094527783,14325.182109375
2024-06-19,3018.049072265625,2311.0,9219.0703125,77337.59375,17862.23046875,1492.4200439453125,23516.0,17967.849609375,2890.9999664439606,3302.084948730469,2053.544930723239,1553.99,8687.917845971624,12355.804716796874,76068.7603085808,51842.1467578125,15410.53459409343,10956.6383984375,1440.1410158576396,1140.427696533203,22980.309694681,15461.5634765625,17250.534762685253,14339.445146484377
2024-06-20,3005.43701171875,2315.0,9068.849609375,77478.9296875,17721.58984375,1511.68994140625,23567.0,18015.94921875,2890.3218634911923,3301.437958984375,2054.1595873600613,1553.21,8681.113152938768,12363.062197265624,76099.99894512426,51776.338671875,15413.767761325807,10910.249140625,1440.503839030641,1135.15228515625,22990.494981453317,15434.94998046875,17253.779430842726,14238.1518359375
2024-06-21,2998.137939453125,2315.0,9064.83984375,77209.8984375,17689.359375,1498.030029296875,23501.099609375,17995.689453125,2889.643760538424,3306.988684082032,2054.774243996884,1560.28,8674.308459905911,12376.83744140625,76131.23758166772,52101.4798046875,15417.000928558184,11151.9397265625,1440.8666622036426,1139.8295935058593,23000.680268225624,15507.017490234375,17257.0240990002,14418.939521484375
2024-06-24,2963.09912109375,2326.0,8924.169921875,77341.078125,17496.8203125,1508.989990234375,23537.849609375,18126.689453125,2888.965657585656,3327.864050292969,2055.3889006337063,1553.66,8667.503766873055,12613.561455078125,76162.47621821119,52728.475546875,15420.234095790564,11341.740537109376,1441.2294853766443,1152.6045068359374,23010.865554997938,15661.203984375,17260.268767157668,14634.8276171875
